chromosome	start	end	gene	log2	baf	cn	cn1	cn2	depth	probes	weight	sem	ci_lo	ci_hi	pi_lo	pi_hi
chr1	34755425	34873865	GJB5,GJB4,GJB3,GJA4,SMIM12,DLGAP3	0.0663647	0.428571	2	1	1	33.1666	164	139.578	0.0240191	0.0343259	0.121971	-0.471927	0.696421
chr1	34873865	35173490	DLGAP3,LOC653160,TMEM35B,ZMYM6,ZMYM1	-0.180599	0.35	2	1	1	31.418	404	324.099	0.0138732	-0.210345	-0.157563	-0.711726	0.361777
chr1	35173490	35657824	SFPQ,ZMYM4,KIAA0319L,NCDN,TFAP2E,PSMB2	0.0120026	0.416667	2	1	1	36.3014	660	548.809	0.0107223	-0.00682888	0.0264974	-0.518926	0.581039
chr1	35657824	35714929	C1orf216	-0.326053	0.6	1	1	0	27.0985	80	67.1399	0.0299502	-0.371779	-0.272335	-0.815104	0.150105
chr1	35714929	36146388	C1orf216,CLSPN,AGO4,AGO1,AGO3,TEKT2,ADPRS,COL8A2,TRAPPC3	-0.00347875	0.411765	2	1	1	35.7956	593	487.513	0.0109715	-0.0244707	0.0191671	-0.576803	0.482869
chr1	36146388	36504527	TRAPPC3,MAP7D1,MAP7D1,THRAP3,THRAP3,THRAP3,SH3D21,EVA1B,STK40,LSM10,OSCP1,MRPS15,CSF3R,-	0.341944	0.439024	3	2	1	47.4567	478	372.574	0.0157496	0.309121	0.368442	-0.297547	0.972235
chr1	36504527	37446405	GRIK3,MIR4255	-0.365997	0	1	1	0	22.6863	1282	945.71	0.00990016	-0.385322	-0.350632	-1.02506	0.299083
chr1	37446405	37471080	LINC01137	0.0325073	0.576768	2	1	1	36.803	34	27.4211	0.0404378	-0.0377918	0.0954642	-0.403675	0.531985
chr1	37471080	37612080	LINC01137,ZC3H12A,ZC3H12A,MEAF6,SNIP1,DNALI1,GNL2,RSPO1	0.121524	0.454545	2	1	1	38.6859	199	165.077	0.0237406	0.0738237	0.156371	-0.534193	0.805212
chr1	37612080	37676235	RSPO1	-0.356606	0.282691	1	1	0	24.2046	91	75.732	0.0342973	-0.426411	-0.291261	-0.813567	0.160068
chr1	37676235	37699500	C1orf109,CDCA8	0.115785	0.384777	2	1	1	36.8072	33	25.3663	0.0691035	-0.0117973	0.244644	-0.314044	0.939347
chr1	37699500	37799610	CDCA8,EPHA10,MANEAL	-0.327403	0.333333	1	1	0	25.2664	138	113.663	0.0232688	-0.373063	-0.274663	-0.885271	0.191802
chr1	37799610	38051999	MANEAL,YRDC,C1orf122,MTF1,INPP5B,SF3A3,FHL3,UTP11,POU3F1,MIR3659HG	0.0912992	0.4	2	1	1	37.3434	338	267.91	0.0174348	0.0561447	0.125925	-0.563574	0.721875
chr1	38051999	38705533	MIR3659HG,LINC01343,LINC01685	-0.327328	0.313393	1	1	0	23.8026	894	699.171	0.00967695	-0.342988	-0.309046	-0.884524	0.230685
chr1	38705533	38748538	-	-0.00100547	0.419355	2	1	1	32.0293	60	51.1246	0.0328204	-0.0608506	0.0647907	-0.514969	0.362593
chr1	38748538	38833138	-	-0.276778	0.261905	1	1	0	25.1076	115	94.1959	0.0263534	-0.327405	-0.234887	-0.8262	0.263743
chr1	38833138	39431682	RRAGC,GJA9-MYCBP,RHBDL2,AKIRIN1,NDUFS5,MACF1,MACF1	0.177697	0.416667	2	1	1	41.3577	824	650.4	0.0112403	0.150938	0.197414	-0.443871	0.79322
chr1	39431682	39622737	MACF1,BMP8A,PPIEL,PABPC4	0.00354711	0.419355	2	1	1	33.4575	266	223.7	0.0181922	-0.0306395	0.0335404	-0.604768	0.527311
chr1	39622737	39653757	HEYL	0.375392	0.614379	3	2	1	38.4336	43	33.7078	0.0298903	0.325532	0.417584	0.0501764	0.683094
chr1	39653757	39784181	NT5C1A,HPCAL4,PPIE,BMP8B	-0.0903138	0.375387	2	1	1	29.4572	184	151.525	0.0212013	-0.127718	-0.0506921	-0.633481	0.349967
chr1	39784181	40402465	BMP8B,LOC101929536,TRIT1,MYCL,MFSD2A,CAP1,CAP1,PPT1,RLF,TMCO2,ZMPSTE24,COL9A2,SMAP2	0.136228	0.423077	2	1	1	39.923	844	679.614	0.0106244	0.113631	0.15892	-0.452595	0.726776
chr1	40402465	40551220	SMAP2,ZFP69B,ZFP69,EXO5,ZNF684	-0.00324558	0.411442	2	1	1	34.9957	208	177.798	0.0173038	-0.0377741	0.0295631	-0.502258	0.430898
chr1	40551220	40606915	-	-0.310088	0.364184	1	1	0	29.2416	76	61.7088	0.035872	-0.378781	-0.242103	-1.07404	0.148211
chr1	40606915	41431058	RIMS3,NFYC-AS1,NFYC,KCNQ4,CITED4,CTPS1,SLFNL1-AS1,SCMH1,FOXO6	0.0957441	0.407407	2	1	1	36.243	1120	945.993	0.00955808	0.0752373	0.112747	-0.504179	0.668811
chr1	41431058	41473358	-	0.0119729	0.392622	2	1	1	30.012	60	49.3754	0.0440785	-0.0572966	0.10839	-0.465434	0.812915
chr1	41473358	41517773	EDN2,HIVEP3	0.450767	0.591415	3	2	1	45.0693	61	53.3823	0.0480355	0.366683	0.540983	-0.165553	1.48154
chr1	41517773	41660888	HIVEP3	0.00486834	0.37037	2	1	1	29.7538	195	152.184	0.0220936	-0.0355318	0.048112	-0.671284	0.565356
chr1	41660888	41674283	HIVEP3	0.504023	0.547619	3	2	1	46.333	17	15.6926	0.0486729	0.415419	0.604629	0.253257	0.912936
chr1	41674283	42147337	HIVEP3	-0.0667102	0.390244	2	1	1	29.8607	642	543.656	0.0117949	-0.0859771	-0.0465071	-0.645492	0.452544
chr1	42147337	42549891	GUCA2B,GUCA2A,FOXJ3,FOXJ3,RIMKLA,ZMYND12,CCDC30	0.133095	0.411765	2	1	1	39.8612	544	467.278	0.0124391	0.112259	0.155671	-0.418203	0.691109
chr1	42549891	42647181	CCDC30	-0.181375	0.382353	2	1	1	30.9973	133	112.681	0.0223114	-0.22089	-0.151774	-0.755025	0.184818
chr1	42647181	42861501	CCDC30,PPIH,YBX1,CLDN19,P3H1,C1orf50,TMEM269-DT,TMEM269,SVBP,ERMAP,ERMAP,ZNF691,LOC339539	0.120485	0.411011	2	1	1	37.6127	297	253.77	0.0157764	0.0915997	0.149603	-0.439183	0.62936
chr1	42861501	42921426	LOC339539	0.0025625	0.402703	2	1	1	35.608	85	72.771	0.0270156	-0.0478428	0.05018	-0.462036	0.509563
chr1	42921426	43073000	SLC2A1,SLC2A1-AS1	0.733427	0.552912	4	2	2	60.6599	206	159.267	0.0158887	0.691986	0.758601	0.276123	1.10385
chr1	43073000	43120235	-	-0.0449519	0.389201	2	1	1	35.5365	57	46.6308	0.0427642	-0.131142	0.0346168	-0.712197	0.544901
chr1	43120235	44049424	FAM183A,EBNA1BP2,CFAP57,TMEM125,C1orf210,TIE1,MPL,CDC20,ELOVL1,MED8,SZT2,PTPRF,PTPRF,KDM4A,KDM4A-AS1,ST3GAL3,ST3GAL3,ARTN,IPO13,DPH2,ATP6V0B,B4GALT2,CCDC24,CCDC24,SLC6A9	0.214648	0.42	3	2	1	39.8027	1288	1084.78	0.00866614	0.196774	0.234332	-0.36098	0.852496
chr1	44049424	44705072	KLF17,KLF18,DMAP1,ERI3,RNF220,TMEM53,ARMH1	-0.0447103	0.4	2	1	1	31.2951	921	769.504	0.00993024	-0.0628894	-0.0292783	-0.609087	0.484633
chr1	44705072	44838317	ARMH1,RNU5D-1,KIF2C,RPS8,BEST4,PLK3,TCTEX1D4,BTBD19,PTCH2,PTCH2	0.337621	0.436893	3	2	1	46.5579	168	127.818	0.0292893	0.283735	0.383511	-0.335507	1.08411
chr1	44838317	44975792	PTCH2,EIF2B3	-0.12192	0.378378	2	1	1	32.3978	189	157.979	0.0192687	-0.161154	-0.079454	-0.699809	0.360216
chr1	44975792	45019502	EIF2B3,HECTD3,UROD,ZSWIM5	0.177589	0.430769	2	1	1	39.0027	61	50.6102	0.0412827	0.117847	0.247342	-0.392552	0.743659
chr1	45019502	45297271	ZSWIM5	-0.124285	0.413793	2	1	1	32.7231	358	306.204	0.0140216	-0.149123	-0.103587	-0.655784	0.35516
chr1	45297271	45307141	LINC01144	0.411185	0.560909	3	2	1	43.4503	13	10.159	0.0625195	0.295273	0.522473	-0.0661513	0.697803
chr1	45307141	45326881	-	-0.134412	0.40625	2	1	1	33.9598	26	21.9513	0.0396191	-0.194795	-0.0489726	-0.472002	0.235952
chr1	45326881	45363541	HPDL,MUTYH,TOE1,TESK2	0.344479		3			44.2648	52	45.2816	0.0453776	0.255195	0.418079	-0.335884	1.00175
chr1	45363541	45482686	TESK2	-0.00937362	0.132075	2	2	0	37.4785	165	129.899	0.0192144	-0.0438754	0.0233585	-0.538099	0.395252
chr1	45483391	45757636	TESK2,CCDC163,MMACHC,PRDX1,AKR1A1,NASP,CCDC17,GPBP1L1,TMEM69,IPP	0.164296	0.417636	2	1	1	41.9334	364	280.22	0.0140443	0.135315	0.189074	-0.338493	0.705911
chr1	45757636	46059375	MAST2,P3R3URF-PIK3R3	-0.0196854	0.27907	2	1	1	35.0606	409	344.948	0.0130196	-0.0439934	0.00350391	-0.534577	0.430664
chr1	46059375	46352654	P3R3URF-PIK3R3,TSPAN1,POMGNT1,LURAP1,RAD54L,LRRC41,UQCRH,NSUN4	0.0865023	0.413043	2	1	1	38.4284	406	327.398	0.0147594	0.0647064	0.109411	-0.48935	0.638206
chr1	46352654	46584599	NSUN4,FAAH,FAAHP1,LINC01398,DMBX1,TMEM275,MKNK1-AS1,MKNK1	-0.106527	0.414216	2	1	1	28.7768	324	262.915	0.0161575	-0.138953	-0.0790588	-0.637378	0.450314
chr1	46584599	46814429	MKNK1,MOB3C,ATPAF1,TEX38,EFCAB14-AS1,EFCAB14,CYP4B1	0.0670561	0.415094	2	1	1	35.0879	302	263.866	0.0164333	0.0362973	0.099398	-0.502837	0.554266
chr1	46814429	47178208	CYP4B1,CYP4Z2P,CYP4A11,CYP4X1,CYP4Z1,CYP4A22	-0.208282	0.375	2	1	1	28.9274	445	368.577	0.0153265	-0.227224	-0.180894	-0.932062	0.346532
chr1	47178208	47341063	LINC00853,PDZK1IP1,TAL1,STIL,CMPK1	0.187763	0.416667	2	1	1	40.5418	225	179.914	0.0196216	0.148019	0.228891	-0.373314	0.868823
chr1	47341063	50956296	CMPK1,LINC01389,FOXD2,TRABD2B,SKINT1L,SLC5A9,SPATA6,AGBL4,ELAVL4,DMRTA2,FAF1,FAF1	-0.123621	0.37931	2	1	1	30.4573	4747	4032.51	0.00407145	-0.13122	-0.116219	-0.729521	0.38165
chr1	50956296	50979561	FAF1,CDKN2C	0.439287	0.517007	3	2	1	52.3671	29	23.1836	0.0401808	0.348672	0.518187	0.0988365	0.844724
chr1	50981676	51212211	MIR4421,MIR6500,C1orf185,LINC01562	-0.0849771	0.422065	2	1	1	34.9732	309	257.433	0.0137288	-0.110375	-0.0619152	-0.621677	0.328687
chr1	51212211	51901699	LINC01562,RNF11,RNF11,TTC39A,EPS15,EPS15,CALR4P,OSBPL9,NRDC	0.11099	0.421053	2	1	1	39.5648	932	791.802	0.00828439	0.0950631	0.126036	-0.414453	0.581071
chr1	51901699	52030009	RAB3B,TXNDC12	0.00146187	0.393447	2	1	1	34.4931	181	151.608	0.0199475	-0.037381	0.0420746	-0.44354	0.540195
chr1	52030009	52065964	TXNDC12,BTF3L4	0.306119	0.58444	3	2	1	45.9057	49	38.2488	0.0300846	0.248258	0.373011	0.0156001	0.819345
chr1	52065964	52324699	BTF3L4,ZFYVE9	-0.0109558	0.418605	2	1	1	36.7232	347	281.347	0.0118574	-0.0390018	0.00815035	-0.419197	0.477109
chr1	52324699	53242607	ZFYVE9,CC2D1B,ORC1,PRPF38A,TUT4,GPX7,SHISAL2A,COA7,ZYG11B,ZYG11A,ECHDC2,SCP2,PODN,SLC1A7,SLC1A7,CPT2,CZIB,MAGOH,LOC100507564	0.076273	0.410256	2	1	1	37.7249	1264	1046.95	0.00833914	0.0601958	0.0920304	-0.476887	0.648021
chr1	53242607	53883451	LOC100507564,LRP8,LINC01771,SLC25A3P1,DMRTB1,GLIS1,NDC1,YIPF1	-0.0321219	0.4	2	1	1	31.3003	898	760.765	0.00993684	-0.050355	-0.0122616	-0.529595	0.523983
chr1	53883451	53968051	YIPF1,DIO1,HSPB11,LRRC42	0.205466	0.419355	3	2	1	41.4195	114	96.1176	0.0257302	0.16218	0.251804	-0.243096	0.69486
chr1	53968051	54214800	LRRC42,LDLRAD1,TMEM59,TCEANC2,CDCP2,CYB5RL,MRPL37	-0.0339981	0.37037	2	1	1	32.8645	344	291.537	0.0175724	-0.068352	-0.0034607	-0.58809	0.55951
chr1	54214800	54416430	MRPL37,SSBP3	0.205978	0.40625	3	2	1	36.6575	282	241.892	0.0189285	0.172218	0.250637	-0.363235	0.862204
chr1	54416430	54849299	ACOT11,MROH7-TTC4,PARS2,PARS2,TTC22,LEXM	-0.127533	0.384615	2	1	1	30.6641	599	493.391	0.0135459	-0.152912	-0.101307	-0.758119	0.62402
chr1	54849299	54897239	DHCR24	0.171374	0.40625	2	1	1	38.3859	66	55.1914	0.0334085	0.115036	0.225862	-0.318897	0.611999
chr1	54897239	54904289	-	-0.689086	0.352381	1	1	0	18.321	10	8.89358	0.0931799	-0.884469	-0.509749	-1.23511	-0.372507
chr1	54904289	56592761	TMEM61,BSND,PCSK9,USP24,LOC100507634,MIR4422HG,LINC01753,LINC01755,-,LINC01767,PLPP3	0.0953494	0.4	2	1	1	36.1115	2279	2023.62	0.00600743	0.0834505	0.108933	-0.498119	0.634357
chr1	56592761	58497668	LOC101929935,PRKAA2,FYB2,C8A,C8B,DAB1	-0.173702	0.363636	2	1	1	27.5544	2604	2263.43	0.00501072	-0.18362	-0.162286	-0.711133	0.274655
chr1	58497668	58939702	DAB1,TACSTD2,MYSM1,JUN,LINC01135,LINC01135,-	0.185823	0.405405	2	1	1	37.7341	600	531.884	0.0117567	0.167709	0.207582	-0.424843	0.792181
chr1	58939702	58964377	-	-0.215477	0.375	2	1	1	28.588	31	25.4604	0.0535486	-0.306975	-0.12909	-0.959453	0.208984
chr1	58964377	59773715	LINC01358,HSD52,FGGY,LOC101926944	0.143506	0.407407	2	1	1	35.3521	1081	951.495	0.00866313	0.127586	0.161462	-0.443557	0.635102
chr1	59773715	60865053	LOC101926944,HOOK1,CYP2J2,C1orf87,LINC01748,LOC101926964	-0.0699409	0.4	2	1	1	31.8907	1400	1260.26	0.00709089	-0.0851465	-0.0589041	-0.629599	0.416221
chr1	60865053	61349387	NFIA-AS2,NFIA	0.243971	0.418605	3	2	1	41.0095	658	594.037	0.0101926	0.22013	0.269359	-0.222119	0.764448
chr1	61349387	61420592	NFIA	0.0128645	0.430952	2	1	1	33.462	99	91.9201	0.0191173	-0.0222609	0.0492496	-0.336689	0.399882
chr1	61420592	61463597	NFIA	0.176095	0.413793	2	1	1	35.3976	60	55.9484	0.0298838	0.126674	0.236864	-0.182603	0.748075
chr1	61463597	62177056	MGC34796,TM2D1,PATJ	-0.0496486	0.401923	2	1	1	33.9874	972	827.419	0.00813339	-0.0652345	-0.032125	-0.549706	0.446442
chr1	62177056	62204551	L1TD1	0.387269	0.333333	3	2	1	54.7668	32	19.3248	0.0536868	0.289548	0.483487	-0.237705	0.823666
chr1	62204551	62404771	L1TD1,KANK4	-0.0182183	0.391304	2	1	1	33.5338	278	233.416	0.0178354	-0.0478388	0.0161148	-0.639226	0.488622
chr1	62404771	62858790	USP1,DOCK7,ATG4C	0.119669	0.414214	2	1	1	41.7111	550	460.728	0.0110718	0.100048	0.136925	-0.386685	0.644367
chr1	62858790	63482009	ATG4C,LINC01739,LINC00466,FOXD3-AS1,MIR6068,ALG6,ITGB3BP	-0.0784566	0.4	2	1	1	32.2775	839	739.215	0.00860778	-0.0951638	-0.0635548	-0.557294	0.388481
chr1	63482009	64271607	ITGB3BP,EFCAB7,PGM1,ROR1,UBE2U	0.103182	0.407407	2	1	1	35.2142	1068	943.278	0.00781698	0.091345	0.116377	-0.449855	0.613933
chr1	64271607	64467597	-	-0.0997118	0.391731	2	1	1	31.083	261	226.25	0.0163836	-0.13543	-0.0714555	-0.630905	0.415013
chr1	64467597	65007626	CACHD1,CACHD1,RAVER2,JAK1,JAK1	0.160023	0.413793	2	1	1	37.0338	743	659.852	0.0105248	0.139577	0.182948	-0.391236	0.730026
chr1	65007626	65233226	JAK1,AK4	0.00576169	0.409674	2	1	1	34.271	309	268.661	0.0150909	-0.0296886	0.0324024	-0.465957	0.484068
chr1	65233226	65283985	DNAJC6	0.236722	0.586801	3	2	1	43.7851	69	57.6409	0.0270936	0.193553	0.297252	-0.216191	0.634863
chr1	65283985	65392555	DNAJC6	-0.00773755	0.414855	2	1	1	34.1201	149	133.903	0.0180643	-0.0409529	0.0246088	-0.403677	0.368651
chr1	65392555	65510995	DNAJC6,LEPR,LEPR	0.175976	0.425084	2	1	1	40.7528	146	132.664	0.0215202	0.141123	0.219784	-0.308298	0.689224
chr1	65510995	66225159	LEPR,PDE4B	0.000661516	0.416667	2	1	1	35.4658	875	784.86	0.00863384	-0.0148176	0.0127735	-0.561788	0.464612
chr1	66225159	66775058	PDE4B,PDE4B,SGIP1,TCTEX1D1	0.224012	0.42265	3	2	1	39.7599	740	679.53	0.00997587	0.205498	0.240665	-0.276047	0.777859
chr1	66775058	66893498	TCTEX1D1,INSL5,DNAI4	-0.0215271	0.403226	2	1	1	37.0371	138	121.7	0.017725	-0.0500241	0.0122495	-0.468582	0.35762
chr1	66894203	67162102	DNAI4,DNAI4,MIER1,MIER1,SLC35D1,C1orf141	0.18514	0.418605	2	1	1	41.9913	346	305.1	0.0141096	0.159416	0.211503	-0.338446	0.750762
chr1	67162102	67312267	IL23R,IL12RB2	-0.0988989	0.322581	2	1	1	32.497	197	172.259	0.0189859	-0.131725	-0.0653499	-0.695938	0.338832
chr1	67312267	67462432	IL12RB2,SERBP1	0.0861722	0.409674	2	1	1	37.0389	210	178.503	0.0175775	0.0525929	0.115456	-0.366849	0.585495
chr1	67462432	67555491	-	-0.082276	0.380952	2	1	1	32.5824	129	109.199	0.0232721	-0.141145	-0.0417607	-0.540229	0.437912
chr1	67555491	67836786	-,GADD45A,GNG12,GNG12,GNG12,GNG12-AS1	0.264633	0.424242	3	2	1	39.8415	389	348.701	0.0137419	0.239683	0.292207	-0.266179	0.745214
chr1	67836786	68105390	GNG12-AS1	-0.0160922	0.407407	2	1	1	32.9752	357	316.705	0.0119017	-0.0392439	0.00804278	-0.469848	0.423465
chr1	68105390	68376815	GNG12-AS1,WLS,-	0.138147	0.416667	2	1	1	37.0638	378	340.732	0.012049	0.118826	0.16334	-0.284603	0.577269
chr1	68376815	70031447	RPE65,DEPDC1,DEPDC1-AS1,LINC01707,LINC01758,LRRC7	-0.0348703	0.407407	2	1	1	34.5025	2012	1816	0.00531931	-0.0451967	-0.0248609	-0.563333	0.375784
chr1	70031447	70449511	LRRC7,LRRC40,LRRC40,SRSF11,SRSF11,ANKRD13C,HHLA3,CTH	0.137531	0.416667	2	1	1	41.2144	534	464.683	0.0111388	0.116101	0.155302	-0.324898	0.711976
chr1	70449511	74139475	LINC01788,PTGER3,ZRANB2-AS1,ZRANB2,ZRANB2-AS2,NEGR1,-,LINC01360,LINC02238,LRRIQ3	-0.0230161	0.413043	2	1	1	35.0077	4445	4053.35	0.00358452	-0.0283752	-0.0165112	-0.601268	0.379585
chr1	74140180	74217729	LRRIQ3,FPGT-TNNI3K	0.155631	0.424812	2	1	1	41.8158	80	73.3003	0.0246816	0.119138	0.190709	-0.276684	0.639013
chr1	74219844	75720082	FPGT-TNNI3K,ERICH3,CRYZ,TYW3,LHX8,SLC44A5	-0.0172506	0.405405	2	1	1	34.6608	1874	1691.97	0.00560843	-0.027422	-0.00763944	-0.549999	0.435636
chr1	75720082	75735592	ACADM	0.365457	0.393939	3	2	1	46.819	22	19.3969	0.0566142	0.297232	0.449472	0.0871918	0.983305
chr1	75735592	77555193	ACADM,RABGGTB,MSH4,ASB17,LOC101927342,ST6GALNAC3,LINC02567,ST6GALNAC5,PIGK,AK5	-0.0268926	0.4	2	1	1	33.0185	2368	2121.96	0.00533298	-0.0357267	-0.0156432	-0.572287	0.429859
chr1	77555193	90037196	AK5,ZZZ3,USP33,MIGA1,NEXN-AS1,NEXN,FUBP1,DNAJB4,GIPC2,GIPC2,MGC27382,PTGFR,IFI44L,IFI44,ADGRL4,LINC01781,ADGRL2,ADGRL2,ADGRL2,LINC01362,LINC01712,LINC01725,TTLL7,PRKACB,SAMD13,UOX,DNASE2B,RPF1,GNG5,SPATA1,CTBS,LINC01461,LINC01555,SSX2IP,LPAR3,MCOLN2,MCOLN3,DNAI3,DNAI3,MIR4423,SYDE2,C1orf52,BCL10,LOC646626,DDAH1,DDAH1,CCN1,ZNHIT6,COL24A1,ODF2L,CLCA2,CLCA1,CLCA4,CLCA4-AS1,CLCA4-AS1,SH3GLB1,SELENOF,HS2ST1,LINC01140,LINC02801,LMO4,LMO4,LINC01364,PKN2-AS1,PKN2-AS1,PKN2,PKN2,GTF2B,KYAT3,KYAT3,GBP3,GBP1,GBP2,GBP7,GBP7,GBP4,GBP5,LOC729930,GBP6,GBP1P1,LRRC8B,LRRC8C-DT,LRRC8C,LRRC8D,GEMIN8P4,ZNF326	0.0934341	0.413793	2	1	1	38.0072	15895	14331.6	0.00206258	0.0901839	0.097989	-0.429972	0.610704
chr1	90037196	90993879	SNORD3G,BARHL2,LINC02609,LINC01763,ZNF644	-0.0257314	0.397674	2	1	1	33.3063	1249	1112.77	0.00760815	-0.0388617	-0.011405	-0.515185	0.400138
chr1	90993879	91027719	ZNF644	0.292969	0.431373	3	2	1	46.2504	39	33.2424	0.0467331	0.204873	0.37724	-0.108878	0.79517
chr1	91027719	91490903	HFM1	-0.0270418	0.388889	2	1	1	34.9134	575	493.089	0.0126121	-0.0437467	-0.00954412	-0.652817	0.438718
chr1	91490903	94344033	CDC7,TGFBR3,BRDT,EPHX4,SETSIP,BTBD8,C1orf146,GLMN,RPAP2,GFI1,EVI5,EVI5,RPL5,DIPK1A,MTF2,TMED5,CCDC18,CCDC18-AS1,DR1,DR1,FNBP1L,FNBP1L,BCAR3,DNTTIP2,GCLM,ABCA4,ABCA4,ABCA4,ARHGAP29,ARHGAP29,-	0.243605	0.422222	3	2	1	43.1152	3739	3204.43	0.00515432	0.235499	0.25196	-0.36808	0.86295
chr1	94344033	94396203	-	0.00444275	0.374603	2	1	1	34.4057	68	60.4505	0.0305714	-0.0553249	0.0696369	-0.43653	0.474897
chr1	94396203	94558353	ABCD3,F3,F3,MIR12133	0.266232	0.434783	3	2	1	43.1498	207	186.428	0.0175933	0.228068	0.294528	-0.15424	0.763969
chr1	94558353	94589373	-	-0.0179223	0.4	2	1	1	34.8297	41	32.5423	0.0424966	-0.0904889	0.0538458	-0.538546	0.500291
chr1	94589373	95243612	SLC44A3-AS1,SLC44A3,SLC44A3,SLC44A3,CNN3,CNN3,CNN3-DT,CNN3-DT,CNN3-DT,ALG14,ALG14,TLCD4,TLCD4,TLCD4-RWDD3,TLCD4-RWDD3	0.292916	0.424242	3	2	1	41.9927	889	785.06	0.00920548	0.27469	0.311846	-0.235427	0.8411
chr1	95243612	96710714	TLCD4-RWDD3,RWDD3,LINC01760,LINC01650,LINC01761,LINC02607,LINC02790,LINC01787	-0.0138135	0.40625	2	1	1	34.023	1864	1689.13	0.00527429	-0.0237207	-0.00363395	-0.496446	0.420029
chr1	96710714	100300567	PTBP2,PTBP2,DPYD,LINC01930,MIR137HG,LINC01776,SNX7,PLPPR5,LOC100129620,PLPPR4,LINC01708,MIR548N,MIR548N,MIR548N,FRRS1,AGL,SLC35A3,MFSD14A,SASS6,TRMT13,LRRC39,DBT,RTCA-AS1,RTCA	0.0666615	0.410256	2	1	1	38.0524	4497	4054.17	0.00393464	0.0599453	0.0768905	-0.468987	0.560396
chr1	100300567	100345687	CDC14A	0.0112089	0.62963	2	1	1	34.1554	63	57.4326	0.026718	-0.0352083	0.0577975	-0.38512	0.370561
chr1	100345687	101310126	CDC14A,CDC14A,GPR88,LINC01349,VCAM1,EXTL2,SLC30A7,DPH5,LOC102606465,LOC101928370,S1PR1	0.187729	0.423077	2	1	1	41.2085	1247	1112.02	0.00767378	0.172415	0.202966	-0.405047	0.690257
chr1	101310126	102786393	LINC01307,OLFM3	-0.0272551	0.405405	2	1	1	35.2589	1733	1576.72	0.00581894	-0.0383508	-0.0180891	-0.561502	0.400311
chr1	102786393	103214327	COL11A1	0.0808427	0.419355	2	1	1	40.8134	434	382.739	0.0123436	0.060659	0.1083	-0.49187	0.50504
chr1	103214327	103514657	LOC101928436	-0.0594669	0.405405	2	1	1	35.1746	337	306.23	0.0126388	-0.0814446	-0.0358404	-0.573481	0.325523
chr1	103514657	103761406	LOC101928436,RNPC3,AMY2B,AMY2A,AMY1C	0.230511	0.394737	3	2	1	47.4688	301	248.012	0.0131011	0.202681	0.256663	-0.230945	0.653123
chr1	103761406	107522574	LOC100129138,LINC01676,LINC01677,LINC01661,PRMT6,NTNG1	-0.0270579	0.409091	2	1	1	35.336	4272	3872.68	0.00382168	-0.0329288	-0.0198803	-0.570369	0.397585
chr1	107522574	109672821	VAV3,VAV3-AS1,SLC25A24,NBPF4,NBPF6,FAM102B,HENMT1,PRPF38B,FNDC7,STXBP3,STXBP3,AKNAD1,AKNAD1,GPSM2,CLCC1,WDR47,TAF13,TAF13,TMEM167B,SCARNA2,C1orf194,ELAPOR1,ELAPOR1,SARS1,CELSR2,PSRC1,MYBPHL,SORT1,SORT1,PSMA5,PSMA5,SYPL2,ATXN7L2,CYB561D1,AMIGO1,GPR61,GNAI3,GNAT2,AMPD2,GSTM4,GSTM2	0.140728	0.413043	2	1	1	38.9957	2862	2470.47	0.00548063	0.129179	0.149665	-0.422453	0.749618
chr1	109672821	109736976	GSTM2,GSTM5,GSTM3	-0.0998941	0.355	2	1	1	28.6984	67	56.3381	0.0301974	-0.153778	-0.055372	-0.563523	0.266097
chr1	109736976	109827215	GSTM3,EPS8L3	0.246649	0.409091	3	2	1	36.3947	122	102.437	0.0309051	0.196454	0.300006	-0.401328	1.00771
chr1	109827215	109872335	-	-0.106218	1	2	2	0	29.8959	57	48.3233	0.0349951	-0.175289	-0.0332966	-0.668908	0.434687
chr1	109872335	110525869	CSF1,AHCYL1,STRIP1,ALX3,LINC01397,UBL4B,SLC6A17,LINC02586,KCNC4,RBM15-AS1,RBM15-AS1,RBM15,SLC16A4,LAMTOR5,LAMTOR5-AS1,PROK1,CYMP,KCNA10	0.173126	0.406829	2	1	1	36.0958	918	782.292	0.00909498	0.156126	0.191115	-0.327488	0.696404
chr1	110525869	110753584	KCNA2,KCNA3	-0.0561994	0.35	2	1	1	29.5357	313	261.823	0.0178477	-0.0909726	-0.0235554	-0.638459	0.534704
chr1	110753584	111781472	-,CD53,LRIF1,DRAM2,DRAM2,CEPT1,DENND2D,DENND2D,CHI3L2,CHIAP2,CHIA,PIFO,PGBP,OVGP1,WDR77,ATP5PB,C1orf162,TMIGD3,RAP1A,INKA2,DDX20,KCND3	0.117431	0.416667	2	1	1	38.425	1366	1187.93	0.00745083	0.104697	0.130806	-0.446535	0.667408
chr1	111781472	112354636	KCND3,LINC01750	-0.154803	0.36	2	1	1	26.0326	769	597.01	0.0105246	-0.174484	-0.13794	-0.748912	0.339289
chr1	112354636	112719120	CTTNBP2NL,MIR4256,WNT2B,WNT2B,ST7L,ST7L,CAPZA1,CAPZA1,CAPZA1,MOV10,MOV10,RHOC,PPM1J,TAFA3	0.289301	0.417636	3	2	1	45.0839	494	413.41	0.0129794	0.261539	0.31221	-0.24526	0.905418
