chromosome	start	end	gene	log2	cn	depth	probes	weight	sem	ci_lo	ci_hi	pi_lo	pi_hi
chr1	62174941	65073896	L1TD1,L1TD1,KANK4,USP1,DOCK7,ATG4C,LINC01739,LINC00466,FOXD3-AS1,MIR6068,ALG6,ITGB3BP,EFCAB7,EFCAB7,PGM1,PGM1,ROR1,ROR1,UBE2U,UBE2U,CACHD1,RAVER2,JAK1	0.031201	2	39.803	3865	3367.56	0.00406083	0.02414	0.0393245	-0.512087	0.500179
chr1	65073896	65186696	AK4	-0.121066	2	35.7964	153	134.725	0.0203468	-0.158775	-0.0849318	-0.571643	0.357252
chr1	65186696	65442610	AK4,DNAJC6,DNAJC6,LEPR	0.0943328	2	43.0657	350	310.656	0.0125338	0.0705585	0.121008	-0.383007	0.530537
chr1	65442610	66237144	LEPR,PDE4B	-0.0106371	2	40.7163	970	873.438	0.00764293	-0.0224138	0.000811428	-0.59722	0.389413
chr1	66237144	67121212	PDE4B,SGIP1,TCTEX1D1,INSL5,DNAI4,MIER1,SLC35D1,C1orf141	0.0968744	2	43.3405	1155	1049.79	0.00684878	0.0861512	0.110711	-0.399105	0.530633
chr1	67121212	67549851	C1orf141,IL23R,IL12RB2,SERBP1	-0.0529941	2	38.2716	583	499.72	0.0111865	-0.0719924	-0.030423	-0.603003	0.439277
chr1	67551261	67892481	GADD45A,GNG12,GNG12-AS1	0.148183	2	41.3731	473	427.254	0.0110643	0.125427	0.164715	-0.37385	0.565566
chr1	67892481	68098340	GNG12-AS1	-0.0202465	2	38.4261	269	236.595	0.0151114	-0.0463813	0.0031698	-0.519524	0.452643
chr1	68098340	68361305	GNG12-AS1,WLS	0.146958	2	42.5919	366	329.801	0.0119161	0.127175	0.168362	-0.334169	0.554656
chr1	68361305	70201352	RPE65,DEPDC1,DEPDC1-AS1,LINC01707,LINC01758,LRRC7,LRRC40	-0.0121521	2	40.6422	2241	2031.1	0.00480116	-0.0181398	-0.00360225	-0.549569	0.379654
chr1	70201352	70242947	LRRC40,SRSF11	0.194922	2	50.4134	55	48.6282	0.033734	0.144875	0.250125	-0.323612	0.604171
chr1	70242947	72344548	SRSF11,ANKRD13C,HHLA3,CTH,LINC01788,PTGER3,ZRANB2-AS1,ZRANB2,ZRANB2-AS2,NEGR1,-	-0.0143502	2	40.6478	2626	2375.4	0.0045828	-0.0223373	-0.0067825	-0.561067	0.388412
chr1	72344548	88600409	LINC01360,LINC02238,LRRIQ3,FPGT-TNNI3K,ERICH3,CRYZ,TYW3,LHX8,SLC44A5,ACADM,RABGGTB,MSH4,ASB17,LOC101927342,ST6GALNAC3,LINC02567,ST6GALNAC5,PIGK,AK5,ZZZ3,USP33,MIGA1,NEXN-AS1,NEXN,FUBP1,DNAJB4,GIPC2,MGC27382,PTGFR,IFI44L,IFI44,ADGRL4,LINC01781,ADGRL2,LINC01362,LINC01712,LINC01725,TTLL7,PRKACB,SAMD13,UOX,DNASE2B,RPF1,GNG5,SPATA1,CTBS,LINC01461,LINC01555,SSX2IP,LPAR3,MCOLN2,MCOLN3,DNAI3,MIR4423,SYDE2,C1orf52,BCL10,LOC646626,DDAH1,CCN1,ZNHIT6,COL24A1,ODF2L,CLCA2,CLCA1,CLCA4,CLCA4-AS1,SH3GLB1,SELENOF,HS2ST1,HS2ST1,LINC01140,LINC02801,LMO4,LMO4,LINC01364,PKN2-AS1	0.0428501	2	42.012	20446	18532.2	0.0016382	0.0403345	0.0455294	-0.47991	0.463533
chr1	88600409	88626493	PKN2-AS1	-0.163493	2	38.3601	34	28.4809	0.0430224	-0.226157	-0.0958578	-0.557298	0.276003
chr1	88626493	90024506	PKN2-AS1,PKN2,GTF2B,KYAT3,KYAT3,GBP3,GBP1,GBP2,GBP7,GBP4,GBP5,LOC729930,GBP6,GBP1P1,LRRC8B,LRRC8C-DT,LRRC8C,LRRC8D,GEMIN8P4,ZNF326	0.106282	2	44.0849	1834	1616.91	0.00575141	0.096259	0.115777	-0.45804	0.578688
chr1	90024506	91491608	ZNF326,SNORD3G,BARHL2,LINC02609,LINC01763,ZNF644,HFM1	0.00205464	2	39.5739	1880	1657.97	0.00587236	-0.0080697	0.0108868	-0.543139	0.422732
chr1	91491608	91934348	CDC7,-,TGFBR3	0.208478	3	45.9334	613	529.147	0.00963005	0.19519	0.224722	-0.321252	0.629446
chr1	91934348	92745801	BRDT,EPHX4,SETSIP,BTBD8,C1orf146,GLMN,RPAP2,GFI1,EVI5	-0.0323459	2	41.7641	1032	880.498	0.00754351	-0.0493096	-0.0224904	-0.556484	0.404131
chr1	92745801	101386266	EVI5,RPL5,DIPK1A,MTF2,TMED5,CCDC18,CCDC18-AS1,DR1,FNBP1L,FNBP1L,BCAR3,DNTTIP2,GCLM,ABCA4,ARHGAP29,ABCD3,F3,MIR12133,SLC44A3-AS1,SLC44A3,SLC44A3,SLC44A3,CNN3,CNN3-DT,ALG14,TLCD4,TLCD4-RWDD3,RWDD3,LINC01760,LINC01650,LINC01761,LINC02607,LINC02790,LINC01787,PTBP2,DPYD,LINC01930,MIR137HG,LINC01776,SNX7,PLPPR5,LOC100129620,PLPPR4,PLPPR4,LINC01708,MIR548N,FRRS1,AGL,SLC35A3,MFSD14A,SASS6,TRMT13,LRRC39,DBT,RTCA-AS1,RTCA,CDC14A,GPR88,LINC01349,VCAM1,EXTL2,SLC30A7,DPH5,LOC102606465,LOC101928370,S1PR1,LINC01307	0.0703016	2	43.1215	11076	9891.16	0.00231652	0.0655479	0.0739418	-0.444261	0.525742
chr1	101386266	103593617	OLFM3,COL11A1,LOC101928436,RNPC3,AMY2B	-0.0118345	2	42.0335	2495	2267.02	0.00450282	-0.0187286	-0.00407522	-0.519965	0.363399
chr1	103593617	103762111	AMY2A,AMY1A	0.342202	3	61.2712	204	158.231	0.0136938	0.320131	0.369531	-0.0430526	0.665892
chr1	103762111	107249740	LOC100129138,LINC01676,LINC01677,LINC01661,PRMT6,NTNG1	-0.0389593	2	40.7169	3898	3537.57	0.00374885	-0.0458919	-0.0329174	-0.578641	0.353224
chr1	107249740	108295253	NTNG1,VAV3,VAV3-AS1,SLC25A24,NBPF4	0.0936761	2	42.4534	1383	1256.54	0.00631881	0.0837623	0.103782	-0.448401	0.514386
chr1	108295958	108526493	NBPF6	-0.0294682	2	39.9025	288	242.541	0.0171565	-0.0550188	-0.000673181	-0.690512	0.458614
chr1	108526493	108883927	FAM102B,HENMT1,PRPF38B,FNDC7,STXBP3,STXBP3,AKNAD1,GPSM2	0.128921	2	45.3613	476	416.268	0.0115971	0.107601	0.146273	-0.379331	0.617264
chr1	108883927	109184961	GPSM2,CLCC1,WDR47,TAF13,TMEM167B,SCARNA2,C1orf194,ELAPOR1	0.00693389	2	42.2742	406	329.323	0.0129269	-0.0187509	0.0305892	-0.531953	0.489062
chr1	109184961	111806852	ELAPOR1,SARS1,CELSR2,PSRC1,MYBPHL,SORT1,SORT1,PSMA5,SYPL2,ATXN7L2,CYB561D1,AMIGO1,GPR61,GNAI3,GNAT2,AMPD2,GSTM4,GSTM2,GSTM5,GSTM3,EPS8L3,CSF1,AHCYL1,STRIP1,ALX3,LINC01397,UBL4B,SLC6A17,LINC02586,KCNC4,RBM15-AS1,RBM15,SLC16A4,LAMTOR5,LAMTOR5-AS1,PROK1,CYMP,KCNA10,KCNA2,KCNA3,CD53,LRIF1,DRAM2,CEPT1,CEPT1,DENND2D,CHI3L2,CHI3L2,CHIAP2,CHIA,PIFO,PGBP,OVGP1,WDR77,ATP5PB,C1orf162,TMIGD3,RAP1A,INKA2,DDX20,KCND3	0.0822713	2	39.9054	3561	3047.7	0.00441593	0.0731104	0.0907085	-0.45899	0.580638
chr1	111806852	112351816	KCND3,LINC01750	-0.025696	2	31.6351	729	566.487	0.0102904	-0.0452112	-0.00581281	-0.6106	0.447094
chr1	112351816	112721235	CTTNBP2NL,MIR4256,WNT2B,ST7L,CAPZA1,MOV10,RHOC,PPM1J,TAFA3	0.106358	2	44.9868	501	420.693	0.0112407	0.0859335	0.126673	-0.401019	0.596736
chr1	112721235	112801605	TAFA3	-0.076537	2	36.5836	111	87.9615	0.0290111	-0.124748	-0.0068614	-0.611116	0.413659
chr1	112801605	116700248	LINC01356,MIR11399,SLC16A1,SLC16A1-AS1,SLC16A1-AS1,LRIG2-DT,LRIG2,LOC643441,MAGI3,PHTF1,RSBN1,AP4B1-AS1,AP4B1,DCLRE1B,HIPK1-AS1,HIPK1,OLFML3,SYT6,TRIM33,BCAS2,DENND2C,AMPD1,NRAS,CSDE1,SIKE1,SYCP1,TSHB,TSPAN2,NGF-AS1,VANGL1,CASQ2,NHLH2,LINC01649,LOC101928977,SLC22A15,MAB21L3,ATP1A1,ATP1A1-AS1,LINC01762,CD58,CD58,IGSF3,MIR320B1,LINC02868	0.0436336	2	40.1838	5189	4485.02	0.00358465	0.0378424	0.0499695	-0.498704	0.534323
chr1	116700248	116844773	LINC02868,CD2	0.00541135	2	36.599	200	170.053	0.0204655	-0.024166	0.0497914	-0.597052	0.523726
chr1	116844773	121609859	PTGFRN,CD101,LOC101929099,TTF2,TRIM45,VTCN1,LINC01525,MAN1A2,LOC100996263,TENT5C,GDAP2,WDR3,SPAG17,TBX15,LOC105378933,WARS2,WARS2-AS1,LINC01780,HAO2,HSD3B2,HSD3B1,HSD3BP4,LINC00622,ZNF697,PHGDH,HMGCS2,REG4,REG4,NBPF7,ADAM30,NOTCH2,SEC22B,NBPF8,PDE4DIPP2,NOTCH2NLR,NBPF26,RNVU1-19,PPIAL4A,LINC00623,LOC105369199,PDE4DIPP4,H3P4,FAM72B,SRGAP2C,SRGAP2-AS1,EMBP1	0.0641411	2	41.0823	6245	5460.99	0.00346879	0.0578475	0.0701092	-0.529253	0.563937
chr1	121609859	125025975	-	-1.15432	0	19.7547	1064	710.148	0.0181953	-1.18914	-1.11926	-2.32005	-0.0805184
chr1	125063337	143348147	-	0.197335	2	51.729	144	111.027	0.0226833	0.158802	0.230964	-0.389113	0.738824
chr1	143348147	143379167	-	-0.372977	1	29.1542	40	33.3103	0.0588647	-0.464846	-0.26399	-1.07817	0.20835
chr1	143379167	143537087	LSP1P5	0.12013	2	46.356	199	161.705	0.0185186	0.0891295	0.149726	-0.415136	0.587096
chr1	143537087	143869143	RNVU1-17,RNU1-4,LOC105369140,LINC02591,H2BP2	-0.0742627	2	34.905	445	381.855	0.0127965	-0.0997846	-0.0521352	-0.642677	0.429015
chr1	143869143	144166653	H2BP2,H3-2,FAM72C,SRGAP2D	0.145616	2	44.5598	379	322.632	0.013857	0.121608	0.169715	-0.445964	0.598843
chr1	144166653	144245613	LSP1P5	-0.144318	2	33.5692	108	89.3449	0.0292439	-0.194886	-0.0958193	-0.821666	0.303523
chr1	144245613	144720784	LSP1P5,DRD5P2,LOC101927429,LOC105371215,PPIAL4D,RNVU1-15,NBPF15,RNVU1-2A,SRGAP2-AS1	0.0656632	2	43.5061	603	512.729	0.01229	0.0443094	0.0837385	-0.677328	0.569099
chr1	144720784	144799744	SRGAP2-AS1	-0.144358	2	33.3969	109	88.6449	0.0290278	-0.202128	-0.0974409	-0.772673	0.368404
chr1	144799744	145426490	SRGAP2-AS1,SRGAP2B,FAM72D,LINC01145,LOC100996740,PPIAL4D,RNVU1-14,NBPF20	0.176313	2	46.7694	831	689.424	0.00837568	0.162036	0.190429	-0.38218	0.609135
chr1	145426490	145845260	NBPF25P,GPR89A,PDZK1,CD160,RNF115,POLR3C	0.00196453	2	39.6839	563	476.777	0.0113377	-0.0184481	0.0205497	-0.586712	0.474234
chr1	145845260	146478351	NUDT17,PIAS3,ANKRD35,ITGA10,PEX11B,GNRHR2,RBM8A,LIX1L-AS1,LIX1L,ANKRD34A,POLR3GL,TXNIP,HJV,RNVU1-6,LINC01719,NBPF10,NOTCH2NLA,NUDT4P2,PPIAL4H,RNU1-4	0.117438	2	44.2566	856	713.02	0.00954847	0.101203	0.13665	-0.468356	0.599951
chr1	146478351	146919682	HYDIN2	-0.065813	2	35.5027	582	505.379	0.0108347	-0.0853521	-0.0450071	-0.59426	0.423873
chr1	146919682	147297563	NBPF12,LOC728989,RNVU1-8,NBPF13P,PRKAB2,CHD1L	0.0418549	2	39.0718	491	429.275	0.0122928	0.0160293	0.064223	-0.612638	0.503468
chr1	147297563	147494258	LINC00624	-0.0772132	2	38.2218	231	197.24	0.0178837	-0.10205	-0.0505971	-0.657042	0.335125
chr1	147494258	149945546	LINC00624,BCL9,ACP6,GJA5,GJA8,GPR89B,PDZK1P1,RNVU1-7,PDE4DIPP1,NBPF11,LINC02805,LOC101927468,MIR5087,RNVU1-1,MIR6077,PDE4DIPP6,LINC01138,PPIAL4G,NBPF14,NOTCH2NLB,NUDT4B,SEC22B2P,PDE4DIP,NBPF9,LOC653513,SEC22B3P,NOTCH2NLC,NBPF19,PPIAL4C,LINC00869,LINC02591,H2BC18,H4C15,H3C14,H2BC20P,H3C15,H2BC21,BOLA1,SV2A,SF3B4,MTMR11,OTUD7B	0.130428	2	44.1231	3261	2774.64	0.00445689	0.121948	0.137014	-0.395753	0.582551
chr1	149945546	150534927	OTUD7B,VPS45,PLEKHO1,LOC105371433,ANP32E,CA14,APH1A,C1orf54,CIART,MRPS21,PRPF3,RPRD2,TARS2,ECM1,FALEC	-0.0165001	2	41.4699	797	640.983	0.00979793	-0.0349599	-0.000531578	-0.571233	0.472525
chr1	150534927	150586392	ADAMTSL4,ADAMTSL4-AS1,MCL1	0.312397	3	55.5386	61	39.8361	0.031842	0.259855	0.362036	-0.176452	0.653683
chr1	150586392	150603312	-	-0.106228	2	43.4921	22	13.2691	0.0577709	-0.237951	0.0110258	-0.585436	0.338792
chr1	150603312	150633627	ENSA	0.30164	3	53.1169	38	27.4347	0.028359	0.255279	0.35303	0.0193494	0.652051
chr1	150633627	151511354	GOLPH3L,HORMAD1,CTSS,CTSK,ARNT,CTXND2,SETDB1,CERS2,ANXA9,MINDY1,PRUNE1,BNIPL,C1orf56,CDC42SE1,MLLT11,GABPB2,SEMA6C,TNFAIP8L2-SCNM1,TMOD4,VPS72,PIP5K1A,PSMD4,ZNF687-AS1,ZNF687,PI4KB,RFX5,RFX5-AS1,SELENBP1,PSMB4,POGZ	-0.0222081	2	40.5463	1199	941.198	0.00827841	-0.0380508	-0.00660472	-0.62871	0.515561
chr1	151511354	151619924	CGN,TUFT1,SNX27	0.171223	2	45.7529	146	115.841	0.0215436	0.121691	0.208072	-0.345482	0.582476
chr1	151619924	151702409	SNX27,CELF3	-0.058285	2	41.0068	110	90.5664	0.0211143	-0.0911545	-0.0115547	-0.45639	0.338521
chr1	151702409	152193795	CELF3,RIIAD1,MRPL9,OAZ3,TDRKH,TDRKH-AS1,LINGO4,RORC,C2CD4D-AS1,THEM5,THEM4,S100A10,NBPF18P,S100A11,LOC100131107,TCHHL1,TCHH,RPTN	0.119316	2	41.3647	675	581.113	0.00955917	0.0994334	0.138891	-0.366672	0.633427
chr1	152193795	153338716	HRNR,FLG,FLG-AS1,CRNN,LCE5A,CRCT1,LCE3E,LCE3D,LCE3C,LCE3B,LCE3A,LINC00302,LCE2D,LCE2C,LCE2B,LCE2A,LCE4A,C1orf68,KPRP,LCE1F,LCE1E,LCE1D,LCE1C,LCE1B,LCE1A,LCE6A,SMCP,IVL,SPRR4,SPRR1A,SPRR3,SPRR1B,SPRR2D,SPRR2A,SPRR2B,SPRR2E,SPRR2F,SPRR2C,SPRR2G,LOC101928009,LELP1,PRR9,LORICRIN,PGLYRP3,PGLYRP4	-0.052341	2	35.6597	1454	1249.97	0.00764004	-0.0645368	-0.0399431	-0.742188	0.485343
chr1	153338716	153406397	PGLYRP4,S100A9,S100A12,S100A8	0.204074	3	41.1675	96	82.9969	0.0255229	0.16832	0.252443	-0.249781	0.723011
chr1	153406397	153507212	S100A8,S100A7A,S100A7	-0.036422	2	33.9734	136	116.612	0.0248106	-0.081509	0.00745123	-0.682786	0.503643
chr1	153507212	153646097	S100A6,S100A5,S100A4,LOC101928034,S100A2,S100A16,S100A14,S100A13,CHTOP	0.22422	3	48.2174	194	152.373	0.0180608	0.186617	0.261017	-0.296901	0.647266
chr1	153646097	153820937	CHTOP,SNAPIN,ILF2,NPR1,INTS3,SLC27A3,LOC343052,GATAD2B	-0.00873425	2	37.8643	238	191.305	0.0203195	-0.0569609	0.0309196	-0.603911	0.539491
chr1	153820937	153918932	GATAD2B	-0.215447	2	37.441	137	105.3	0.0198883	-0.251105	-0.175774	-0.679934	0.224889
chr1	153918932	154001417	GATAD2B,DENND4B,CRTC2,SLC39A1,CREB3L4,JTB,RAB13,RPS27,NUP210L	0.0865413	2	41.2089	105	81.7585	0.0287425	0.0411114	0.143737	-0.576362	0.586256
chr1	154001417	154152993	NUP210L	-0.300151	1	34.537	204	158.408	0.0208792	-0.348522	-0.260521	-1.00332	0.192735
chr1	154152993	154277073	NUP210L,TPM3,MIR190B,C1orf189,C1orf43,UBAP2L,HAX1	-0.0110706	2	38.6376	176	142.942	0.0209884	-0.0446169	0.023963	-0.569642	0.473317
chr1	154277073	154705713	-,AQP10,ATP8B2,IL6R-AS1,IL6R,SHE,TDRD10,UBE2Q1,CHRNB2,ADAR,KCNN3	-0.0950791	2	35.1148	598	486.405	0.0130397	-0.118578	-0.0692473	-0.719638	0.493703
chr1	154705713	154770574	KCNN3	0.235161	3	41.8024	89	77.4822	0.0268587	0.189516	0.289886	-0.272587	0.717594
chr1	154770574	154951759	KCNN3,PMVK,PBXIP1	-0.055687	2	32.4419	254	205.362	0.0198555	-0.100565	-0.0166616	-0.73277	0.537267
chr1	154951759	155095579	PBXIP1,PYGO2,SHC1,CKS1B,FLAD1,LENEP,ZBTB7B,DCST2,DCST1,DCST1-AS1,EFNA4,EFNA3	0.247395	3	47.2936	190	153.388	0.0200437	0.216703	0.279357	-0.338504	0.670295
chr1	155095579	155173129	EFNA1,SLC50A1,DPM3,KRTCAP2	-0.00094159	2	42.7619	109	79.6751	0.0333511	-0.0552906	0.0609278	-0.778115	0.578255
chr1	155173129	155288044	KRTCAP2,TRIM46,MUC1,THBS3,MTX1,GBAP1,GBA,FAM189B,SCAMP3,CLK2,HCN3	0.213992	3	47.1596	147	113.371	0.0229041	0.166229	0.255349	-0.304046	0.776974
chr1	155288044	156095270	HCN3,PKLR,FDPS,RUSC1,ASH1L,ASH1L-AS1,MSTO1,YY1AP1,DAP3,DAP3,MSTO2P,GON4L,GON4L,SYT11,RIT1,KHDC4,RXFP4,ARHGEF2,SSR2,UBQLN4,LAMTOR2,RAB25,MEX3A,LMNA	-0.0840438	2	38.6974	1096	861.631	0.00855649	-0.0991206	-0.070393	-0.647151	0.459383
chr1	156095270	156129816	LMNA	0.32217	3	53.3801	46	31.9896	0.0469935	0.243227	0.391461	-0.365313	0.911602
chr1	156129816	157125982	LMNA,SEMA4A,SLC25A44,PMF1-BGLAP,PAQR6,SMG5,TMEM79,GLMP,VHLL,CCT3,TSACC,RHBG,MIR9-1HG,MEF2D,IQGAP3,TTC24,NAXE,GPATCH4,LOC101928177,HAPLN2,BCAN,NES,CRABP2,ISG20L2,RRNAD1,MRPL24,HDGF,PRCC,SH2D2A,NTRK1,PEAR1,LRRC71,ARHGEF11,ETV3L,ETV3	-0.0192135	2	36.3222	1379	1142.42	0.00794806	-0.0390414	-0.00635701	-0.625486	0.528474
chr1	157125982	157169692	ETV3	0.217987	3	42.4829	60	52.9001	0.0251802	0.168796	0.265592	-0.24089	0.582378
chr1	157169692	159744356	FCRL5,FCRL4,FCRL3,FCRL2,FCRL1,CD5L,LOC105371458,KIRREL1,LINC01704,CD1D,CD1A,CD1C,CD1B,CD1E,OR10T2,OR10K2,OR10K1,OR10R2,OR6Y1,OR6P1,OR10X1,OR10Z1,SPTA1,OR6K2,OR6K3,OR6K6,OR6N1,OR6N2,MNDA,PYHIN1,IFI16,AIM2,-,CADM3,ACKR1,FCER1A,OR10J3,OR10J1,OR10J5,APCS,CRP	-0.0398195	2	36.7785	3266	2849.6	0.0047999	-0.051935	-0.03142	-0.685266	0.422321
chr1	159744356	160362642	DUSP23,FCRL6,SLAMF8,SNHG28,VSIG8,CFAP45,CFAP45,TAGLN2,IGSF9,IGSF9,SLAMF9,LINC01133,PIGM,KCNJ10,KCNJ9,IGSF8,ATP1A2,ATP1A4,CASQ1,LOC729867,PEA15,DCAF8,PEX19,COPA,NCSTN	0.0881833	2	38.7893	857	743.522	0.00892175	0.0729381	0.104306	-0.449207	0.556502
chr1	160362642	161071873	NHLH1,VANGL2,SLAMF6,CD84,SLAMF1,CD48,SLAMF7,LY9,CD244,ITLN1,LOC101928372,LOC101928372,ITLN2,F11R,TSTD1,USF1,ARHGAP30,NECTIN4	-0.0444439	2	36.6059	955	799.842	0.00961026	-0.0584447	-0.0283936	-0.677365	0.436517
chr1	161071873	161101483	NECTIN4,KLHDC9,PFDN2	0.311702	3	50.2137	41	32.1721	0.033652	0.252813	0.365229	-0.112066	0.674373
chr1	161101483	161116288	PFDN2	-0.0723057	2	39.6525	20	16.8955	0.0480359	-0.158504	0.0237177	-0.379616	0.231975
chr1	161116288	161569603	PFDN2,NIT1,DEDD,LOC112543491,UFC1,USP21,PPOX,B4GALT3,ADAMTS4,NDUFS2,FCER1G,APOA2,TOMM40L,NR1I3,PCP4L1,MPZ,SDHC,FCGR2A,HSPA6,FCGR3A	0.0879842	2	41.828	591	480.496	0.0125349	0.0680728	0.108951	-0.567823	0.625533
chr1	161569603	161650679	FCGR2C,HSPA7,FCGR3B	-0.313448	1	26.6723	91	61.6773	0.0303302	-0.384757	-0.225565	-0.816183	0.198468
chr1	161650679	165918755	FCGR2B,RPL31P11,FCRLA,FCRLB,DUSP12,ATF6,OLFML2B,NOS1AP,NOS1AP,SPATA46,C1orf226,SH2D1B,SH2D1B,UHMK1,UAP1,DDR2,HSD17B7,CCDC190,RGS4,RGS5,NUF2,LOC100422212,PBX1,PBX1,LMX1A,RXRG,LRRC52-AS1,LRRC52-AS1,MGST3,ALDH9A1,ALDH9A1,LOC440700,TMCO1,TMCO1-AS1,UCK2,UCK2	0.0560051	2	39.8353	5689	5045.48	0.00320182	0.0501946	0.0605142	-0.472277	0.494909
chr1	165918755	166833141	FAM78B,LINC01675,FMO9P	-0.0352868	2	36.5652	1164	993.355	0.0082319	-0.0459336	-0.0207963	-0.713961	0.405684
chr1	166833141	173540521	POGK,TADA1,ILDR2,MAEL,GPA33,STYXL2,LINC01363,POU2F1,CD247,CREG1,RCSD1,MPZL1,ADCY10,MPC2,DCAF6,GPR161,TIPRL,SFT2D2,TBX19,MIR557,LOC100505918,LOC101928565,XCL2,XCL1,DPT,LINC00626,LINC00970,LOC101928596,ATP1B1,NME7,BLZF1,CCDC181,CCDC181,SLC19A2,F5,SELP,SELP,SELL,SELE,METTL18,C1orf112,SCYL3,KIFAP3,METTL11B,LINC01681,LINC01142,GORAB-AS1,GORAB,PRRX1,MROH9,FMO3,FMO6P,FMO2,FMO1,FMO4,PRRC2C,MYOCOS,MYOC,VAMP4,EEF1AKNMT,DNM3,DNM3,C1orf105,SUCO,SUCO,FASLG,TNFSF18,TNFSF4,LOC100506023,LOC100506023,PRDX6,SLC9C2	0.0982353	2	42.9797	8788	7789.81	0.00259867	0.0938915	0.103262	-0.437973	0.536926
chr1	173540521	174934308	SLC9C2,ANKRD45,KLHL20,CENPL,DARS2,GAS5-AS1,GAS5,ZBTB37,SERPINC1,RC3H1,RABGAP1L-DT,RABGAP1L	-0.000815425	2	42.8827	1741	1478.44	0.00585458	-0.0122957	0.00857466	-0.522183	0.446711
chr1	174934308	175036533	RABGAP1L,CACYBP,MRPS14	0.238774	3	51.2816	140	116.601	0.0170254	0.202494	0.272551	-0.198603	0.547833
chr1	175036533	175115493	TNN	0.00807078	2	36.4857	110	91.8791	0.0330162	-0.0498993	0.056117	-0.584582	0.612689
chr1	175115493	175235344	TNN,KIAA0040	0.228836	3	42.5026	167	153.512	0.0171897	0.20143	0.257852	-0.258393	0.622645
chr1	175235344	175243804	-	-0.303573	1	37.7775	12	9.62998	0.0904185	-0.513283	-0.136421	-0.977824	0.0290871
chr1	175243804	175405249	TNR	0.174202	2	42.7725	218	192.793	0.0141265	0.149582	0.201644	-0.252166	0.593578
chr1	175405249	176431730	TNR,LINC01657,COP1	-0.0154147	2	37.3162	1337	1139.06	0.00698642	-0.0291421	-0.00355405	-0.532499	0.481955
chr1	176431730	177374317	PAPPA2,PAPPA2,ASTN1,BRINP2,LINC01645	0.0375188	2	37.766	1302	1151.64	0.00629007	0.0262397	0.0479047	-0.458594	0.447594
chr1	177374317	177384187	-	-0.486368	1	31.9332	14	9.74044	0.0631024	-0.631104	-0.375778	-0.89306	-0.216577
chr1	177384187	178546028	LINC01741,CRYZL2P-SEC16B,CRYZL2P-SEC16B,RASAL2-AS1,RASAL2,TEX35,C1orf220	0.0613196	2	41.1634	1506	1314.65	0.00623847	0.0496649	0.0730224	-0.445028	0.493539
chr1	178546028	179359600	C1orf220,MIR4424,RALGPS2,FAM20B,TOR3A,ABL2,SOAT1	-0.00325653	2	40.6917	1090	927.222	0.00789167	-0.0205247	0.0126162	-0.546074	0.469923
chr1	179359600	179775550	AXDND1,AXDND1,NPHS2,TDRD5,FAM163A	-0.0737341	2	38.7752	534	451.835	0.0117514	-0.0928382	-0.0505705	-0.702127	0.403867
chr1	179775550	180283856	FAM163A,TOR1AIP2,TOR1AIP1,CEP350,QSOX1,LHX4	0.11504	2	43.6985	682	584.654	0.00942485	0.0994377	0.132549	-0.404708	0.58565
chr1	180283856	180472796	ACBD6	-0.0371768	2	42.5853	231	203.534	0.0136192	-0.0624361	-0.0124732	-0.482209	0.33313
chr1	180472796	180638471	ACBD6,OVAAL,XPR1	0.155405	2	44.3013	229	198.071	0.014173	0.12877	0.182348	-0.311171	0.510819
chr1	180638471	180876762	XPR1	-0.014592	2	44.6188	294	254.256	0.0122605	-0.0383924	0.00999708	-0.439369	0.382421
chr1	180876762	181174272	XPR1,KIAA1614,KIAA1614-AS1,STX6,MR1,IER5,-	0.151028	2	42.2155	413	355.583	0.0135345	0.126141	0.173095	-0.394925	0.645402
chr1	181174272	181981498	LINC01732,LINC01699,CACNA1E,-	-0.0414229	2	33.745	1091	914.907	0.00838244	-0.0536953	-0.027196	-0.674696	0.436077
chr1	181981498	182064689	ZNF648	-0.0113053	2	38.5879	114	98.5779	0.022691	-0.0499026	0.026376	-0.422525	0.467943
chr1	182064689	182274074	LINC01344	0.13877	2	41.9571	289	253.122	0.0159825	0.108286	0.164494	-0.345933	0.586278
chr1	182274074	182381939	LINC01344,GLUL	-0.019823	2	38.3583	152	129.079	0.0198186	-0.067521	0.015106	-0.538634	0.447681
chr1	182381939	182400974	GLUL,TEDDM1	0.298227	3	44.5134	27	22.341	0.0336583	0.236889	0.360226	-0.0885331	0.570255
chr1	182400974	182565239	LINC00272,RGSL1	-0.0665257	2	36.402	223	196.174	0.0156354	-0.0892533	-0.0483445	-0.623985	0.268968
chr1	182565239	186487160	RNASEL,RGS16,LINC01686,RGS8,LINC01688,NPL,LOC647070,DHX9,SHCBP1L,LAMC1,LAMC2,NMNAT2,NMNAT2,SMG7-AS1,SMG7,NCF2,ARPC5,RGL1,COLGALT2,TSEN15,C1orf21,EDEM3,NIBAN1,LINC01633,RNF2,TRMT1L,SWT1,IVNS1ABP,GS1-279B7.1,LINC01350,HMCN1,PRG4,TPR,ODR4,PDC-AS1	0.0834031	2	42.5323	5211	4643.87	0.00336315	0.0785962	0.0894102	-0.431047	0.532255
chr1	186487160	187836532	PTGS2,PACERR,PLA2G4A,LINC01036,LINC01037	-0.0187669	2	41.1915	1653	1495.92	0.00569819	-0.029157	-0.010626	-0.565478	0.376353
